-2.281300169630972458e-03,2.910809842007919257e-01
1.156638864895971119e+00,-3.834428176578013603e-01
6.289258509257589225e-01,-3.960358785760889067e-01
4.552826406990533037e-02,5.523822806073600544e-01
1.925325824754828163e+00,2.643237196574221848e-01
-9.297071186673450116e-01,3.718522065672309473e-01
1.167083789339729560e-01,6.010816758331660736e-02
-2.025480349849648476e-01,9.416959300550968859e-01
1.935385291423514342e+00,1.826555705096352678e-01
2.989890928031542772e-01,-3.860385102459351625e-01
7.958486134037316972e-01,-5.964817748442328149e-01
3.134006133912954906e-01,1.029665733738634126e+00
8.554816793154904619e-01,2.191873085231011986e-01
1.346733879051452698e+00,-4.691048391207681689e-01
7.286210070249563575e-01,6.818553686494275290e-01
-8.073586683976777811e-01,4.590087915517553352e-01
1.775689546664224849e+00,-4.132706534360273687e-01
5.478994093536451171e-01,-3.707043681277327196e-01
1.577133993529460598e+00,-2.870838113808364955e-01
4.341189051830499079e-02,8.583015527808924849e-01
9.897603888436661279e-01,1.364513996081991899e-02
-2.942541962277943068e-01,9.660046094218742718e-01
2.058744447151011236e+00,5.706621648934302460e-01
1.962703944564143210e+00,-3.092945611689769739e-02
-7.293931179311143875e-01,7.078621182138090662e-01
5.437868920495504410e-01,7.401831031495689217e-01
8.988227189501657444e-02,1.517515829060289978e-01
-9.784214857817377098e-01,4.079678595648341538e-02
1.712320470703583286e-01,-6.468520662552208755e-02
-8.991227372719616806e-01,2.561997106081593811e-01
-6.843410607113579180e-01,8.413780891243718418e-01
1.739470598219226227e+00,-2.055349727035413743e-01
8.967255804590754664e-01,5.147014079003550124e-01
9.142493931018336184e-01,2.942220812983837308e-01
4.543839483263012458e-01,1.005031874471168818e+00
1.056506826024616652e+00,-5.337181134366733026e-01
-4.596125635326392400e-01,8.787564622206469611e-01
