2.181827085218636109e-01,1.685925518178096327e-01
1.350795839532206166e-01,2.174160910622098541e-01
2.401858648259638240e-01,2.084195754551632362e-01
3.930660148283434685e-01,2.257355707464423766e-01
4.378962063995196496e-01,2.660922812886167277e-01
2.392422679317882106e-01,3.692538527052576791e-01
3.573219333346071558e-01,3.820366821720128092e-01
2.871698453499390569e-01,2.003026490031489804e-01
3.046805994063008782e-01,2.469440758009733561e-01
3.924531324304937896e-01,1.790882032323075912e-01
2.672268743963677751e-01,2.868980618972342134e-01
1.460920355016729899e-01,1.009108784515325014e-01
5.157142979961787388e-01,1.710514702686155020e-01
4.349789437146884818e-01,8.157507423717112738e-02
3.052723472702423835e-01,2.911490798028826266e-01
2.649316560972487244e-01,9.528239840581259612e-02
3.275880632459985398e-01,2.340068882638449699e-01
3.013507520265925610e-01,7.137781232292536582e-02
1.918825846283368497e-01,2.546441834451636521e-01
8.831833617833376171e-02,3.061818353741002086e-01
2.799670882703640951e-01,7.061684574856706975e-01
2.119973123203663934e-01,5.770276422395651528e-01
1.254013366934786655e-01,6.526385415763676923e-01
1.542601796517452661e-01,6.516816600907324730e-01
2.045689241353595145e-01,7.841349760159616045e-01
2.578528927799517700e-01,7.600805177987444150e-01
2.258759254573965980e-01,6.054879453877604067e-01
2.903382080950346888e-01,5.821611083987474622e-01
1.447199059781636432e-01,7.357884806581592718e-01
2.070497320486864301e-01,7.282137973478607362e-01
1.694175774650666932e-01,7.278696497471350835e-01
2.778467318037973199e-01,7.595140885437197120e-01
2.103714769744710888e-01,6.780011908070123772e-01
2.444570276691541699e-01,6.387482376610054136e-01
7.091416165535147087e-02,6.380649585225545151e-01
1.882926775759084792e-01,6.627641448715524408e-01
1.524914647108018828e-01,7.945727387313583634e-01
1.474682572572156569e-01,7.127412883094792484e-01
1.423747726994936402e-01,6.670638298326074800e-01
2.062661525854031230e-01,6.107224877200664315e-01
8.128414753264825432e-01,7.515194201433711418e-01
7.739983246870909550e-01,7.861960205975573324e-01
7.362616916148826407e-01,7.366017330886591719e-01
8.540459483088185255e-01,7.681165024782755646e-01
7.213996639366605512e-01,6.637383679531722036e-01
6.191615768869248582e-01,7.324024244586014865e-01
5.616247629049274659e-01,6.473897997172405328e-01
6.757550062642649902e-01,6.756544815539426985e-01
6.676075398235455927e-01,7.243349517836566998e-01
6.469161915169526766e-01,7.783427680183205855e-01
7.799116818411414576e-01,8.140070369386315230e-01
7.896590062800569187e-01,8.037141363678981243e-01
7.845317079814005945e-01,7.942154746222499506e-01
6.666046249529231638e-01,7.974191438015512112e-01
7.251267634535808471e-01,8.218276726809160548e-01
8.751913556856634191e-01,6.867366494776674379e-01
8.338163583428820358e-01,8.033187971000114169e-01
4.867975166001809462e-01,8.017896638246246876e-01
6.662923568120985296e-01,7.156100454856979542e-01
6.847018093977399467e-01,8.859794748164797618e-01
