5.618115882111640591e-02,7.595674096056045932e-02
1.097389571407999670e-01,9.652192516872389882e-01
2.994741086944335828e-01,9.544632948310378673e-01
1.608085868674712815e+00,-4.138719752484655290e-01
9.692913678988123172e-01,2.691439869630739556e-01
1.123010739965332391e-02,1.881821666964416384e-01
1.161274058004729159e+00,-4.199618230500556937e-01
2.822956059958482422e-01,-2.111236439746510540e-01
-9.456559370881642002e-01,2.647493743642017061e-01
9.287461072013165619e-01,5.709551020394358911e-01
4.628071958565082578e-01,-4.918972589242123217e-01
6.658261537207290637e-01,-4.084720200199899454e-01
-5.112377397103504140e-02,4.265259300721183089e-01
6.927888217481813493e-01,-3.704907760380656834e-01
-7.414362550462155754e-01,7.078504469894393303e-01
5.899781342004826179e-01,7.914421584190014514e-01
-2.404203213950366624e-01,9.636896412766906561e-01
1.850906647158472529e+00,-1.112201801106212778e-01
2.027645179325925806e+00,3.874239460034423210e-01
1.877806480914999410e-01,9.607041719276575992e-03
-3.400371344900211534e-01,9.247973916417858709e-01
2.280618380341659646e-01,-5.894753728134047299e-02
3.666810881962411783e-01,-2.577194320040959163e-01
-4.443329825189730742e-01,7.583416744665502085e-01
1.587955854887078466e+00,-3.468981898656843255e-01
-8.549684635280054845e-01,4.438471442310747417e-01
1.654568883337244722e+00,-1.565028285201288116e-01
5.771858215235949885e-01,8.459196593244342477e-01
-8.728873716323776177e-02,9.801014000114827152e-01
4.055801352409962174e-02,5.143897306553179005e-01
7.664299322819798643e-01,7.041845340240052709e-01
-6.325502290495330637e-01,8.653898962071416845e-01
1.325229648314242281e+00,-3.835938049037393993e-01
2.087805351507884488e+00,5.486489956902655951e-01
9.138889057918171410e-01,1.400833661168850997e-01
8.023880353628615181e-02,9.289987036078402038e-01
8.778108658077391491e-01,-6.028169275136601168e-01
-1.049612877496712171e+00,5.056426599169034503e-02
7.771287853734922813e-01,6.743571969680594025e-01
-1.004234395902945387e+00,9.480691172843033754e-02
8.444318695165021760e-01,-4.886625942660183242e-01
-9.483276216701972405e-01,3.636873100955019256e-01
-7.803666076291093656e-01,5.246939968669565024e-01
3.368436921035626863e-01,9.179183274920026392e-01
1.236505181102440343e+00,-5.730935981506564136e-01
1.924381420867799397e+00,8.940543829134858789e-02
9.479248150758068370e-01,3.539763317888408034e-01
9.873766201564355693e-01,5.199233937173566855e-02
1.964751850002340205e+00,2.456520693812717926e-01
1.763636971753610228e+00,-1.140462686983125806e-01
